0     2.41034
1     2.50708
2     2.38709
3     3.14365
4     2.69484
5     4.11475
6     3.98846
7      3.4576
8     4.79662
9     5.09289
10     4.47936
11     5.18401
12     6.30592
13     6.25441
14     6.04757
15     6.28443
16     6.46756
17     7.43466
18     8.03212
19     7.55961
20     7.57682
21     8.49271
22     9.00955
23     8.83903
24     9.27886
25     9.31422
26     9.44398
27     9.89493
28     10.1223
29     10.4447
30     10.9922
31     11.0173
32     11.7801
33      12.061
34     13.0937
35     12.3648
36     12.3095
37     13.1204
38     12.8373
39     13.4385
40     13.8024
41     14.4558
42     14.6775
43     14.7081
44     14.5306
45     15.6112
46     15.4816
47     15.8873
48     15.9711
49     16.5289
50     16.7623
51     17.9345
52     18.2624
53     17.5981
54     18.2646
55     18.5642
56     18.4777
57     18.5371
58     19.4188
59     19.5945
60     19.9363
61     20.0912
62     20.0032
63     21.2474
64     21.5291
65     21.0644
66     21.7218
67     21.8313
68     22.3052
69     22.0847
70     23.4267
71     23.6409
72     23.9536
73     24.2196
74     23.4977
75     24.7354
76     24.1533
77     24.4988
78     25.0804
79     25.8288
80     25.7546
81     26.0861
82     26.2392
83     26.9839
84     26.8962
85     27.5887
86     27.8362
87     28.5155
88     28.8853
89      28.111
90     29.5682
91     28.7643
92     29.2574
93     29.5741
94     30.1603
95     30.6585
96     30.7907
97     30.7762
98     32.0553
99     31.7564
