6.764052e+00 4.001572e-01 9.787380e-01 2.240893e+00 -1
3.577674e+00 1.520069e+00 -2.913940e-01 -1.330903e-01 2
6.266119e+00 -5.058765e-01 2.545201e+00 1.080812e+00 -5
4.529229e+00 9.730160e-01 -1.278149e+00 1.437371e+00 -5
5.443863e+00 3.336743e-01 1.494079e+00 -2.051583e-01 4
5.604894e+00 1.627160e+00 1.594561e+00 2.304342e-01 0
3.436503e+00 -5.666976e-01 -2.421495e-01 1.514391e+00 -8
4.601214e+00 -8.271965e-01 -4.157447e-01 -5.245122e-01 7
5.154947e+00 3.781625e-01 -8.877857e-01 -1.980796e+00 -9
3.973821e+00 4.775255e-01 1.292698e+00 -7.314582e-01 -7
5.995711e+00 -1.933205e+00 2.485306e-01 -3.124534e-02 -6
6.254414e+00 1.419102e+00 -7.438561e-01 -2.517437e+00 5
5.311364e+00 -7.760205e-01 -3.073648e-01 -3.665239e-01 -10
6.509445e+00 1.067775e+00 -6.865895e-01 1.487332e-02 -1
4.955888e+00 -3.632670e-01 -1.234481e-02 4.212149e-02 -8
5.724006e+00 3.590028e-01 1.076121e+00 1.921408e-01 8
4.092702e+00 5.194540e-02 7.290906e-01 1.289829e-01 1
5.999830e+00 4.310341e-01 -6.509129e-01 -1.498740e+00 9
5.925251e+00 -9.047862e-01 1.843692e+00 1.525507e+00 -8
5.811160e+00 2.877946e-01 -5.384682e-01 1.908462e+00 -7
3.929247e+00 1.054452e+00 -4.031769e-01 1.222445e+00 6
5.973599e+00 2.072828e-01 1.099642e+00 9.398970e-01 9
4.009840e+00 1.872394e+00 -2.410736e-01 5.334491e-02 3
4.179136e+00 -1.493340e+00 5.241759e-01 3.451132e-01 5
5.604572e+00 -1.743058e+00 1.524227e+00 1.863575e+00 2
4.511038e+00 -3.799224e-01 2.597347e-01 -1.681349e+00 1
5.376426e+00 -1.099401e+00 2.982382e-01 1.326386e+00 -7
3.828601e+00 -1.857087e+00 -1.448163e-01 -4.838681e-01 -1
6.343954e+00 -8.182210e-01 8.270994e-02 -1.291058e+00 -9
3.969981e+00 -5.174519e-01 -1.418000e-01 -1.276480e+00 6
6.481513e+00 1.659277e+00 1.396120e-04 1.505838e+00 -2
5.889754e+00 -1.156281e+00 3.972174e-01 5.768477e-01 -9
4.122637e+00 -1.621087e+00 -5.816730e-01 -5.378340e-01 2
3.487769e+00 2.196891e+00 1.041175e+00 -3.323603e-02 1
5.799762e+00 2.214141e+00 4.388714e-01 6.382597e-01 8
6.812355e+00 -2.294137e+00 6.512093e-01 -1.130496e+00 0
4.622843e+00 -5.052977e-01 -1.362671e+00 1.133127e+00 4
5.920859e+00 3.187277e-01 8.568306e-01 -6.510256e-01 7
4.527675e+00 1.936656e+00 1.477340e+00 -8.489011e-02 -10
4.085245e+00 8.582378e-01 9.433429e-02 -1.485904e+00 -7
4.220365e+00 4.763367e-01 8.338801e-01 1.313793e+00 -2
5.625231e+00 -1.602058e+00 -1.104383e+00 5.216508e-02 7
4.667586e+00 1.844516e+00 -4.227759e-01 4.876594e-01 1
4.624172e+00 2.278508e-01 7.037887e-01 -7.977999e-01 6
5.982422e+00 -1.180951e+00 8.994380e-02 -7.062449e-01 -3
6.099660e+00 6.552637e-01 6.401315e-01 -1.616956e+00 5
7.663228e+00 4.102895e-01 4.856519e-01 1.311527e+00 -8
5.521988e+00 1.197260e+00 -3.824862e-01 6.916619e-01 -9
5.593745e+00 -6.639793e-01 -6.074228e-01 -1.564370e+00 -6
4.536404e+00 4.814815e-01 -1.540797e+00 6.326199e-02 -6
4.307229e+00 1.137827e+00 -1.691573e-01 -7.639137e-01 5
4.457139e+00 4.160500e-01 -1.156182e+00 7.811981e-01 -7
5.685781e+00 5.245988e-01 -7.933874e-01 -2.378807e-01 -6
4.360914e+00 2.497768e+00 -3.005128e+00 -8.739972e-01 -9
6.152332e+00 1.079619e+00 -8.133643e-01 -1.466424e+00 2
5.249900e+00 -6.458677e-01 4.711960e-01 -3.981033e-01 1
5.346481e+00 -4.548743e-01 1.980949e-01 3.914081e-01 9
5.036260e+00 -8.144056e-01 6.973728e-01 -1.737429e+00 9
4.901397e+00 -1.300395e+00 2.887396e-01 1.451378e+00 -6
6.955912e+00 3.900933e-01 -6.524086e-01 -3.909534e-01 5
5.098187e+00 9.054900e-01 1.018741e+00 -1.148989e-01 -7
5.298399e+00 2.376696e-01 -1.558048e-01 -8.595119e-01 -8
3.954747e+00 1.211145e+00 6.898182e-01 1.301846e+00 -2
5.424055e+00 -4.856762e-01 -5.169724e-02 5.670564e-01 5
4.100109e+00 1.292418e-01 9.796928e-01 3.283750e-01 -1
5.398586e+00 -1.053174e+00 -6.394763e-01 -1.485269e-01 4
6.699431e+00 -3.927466e-01 -8.624952e-01 1.082456e+00 -2
3.665742e+00 -1.346718e+00 6.937732e-01 -1.595734e-01 -8
4.172871e+00 2.249042e-01 -1.530233e-01 -2.407296e-01 9
4.280473e+00 -1.186161e-01 -8.081161e-01 -7.189109e-01 3
4.402445e+00 1.308767e+00 3.858771e-01 -7.190743e-03 -2
3.842645e+00 -3.122923e-01 -1.576670e-01 2.256723e+00 -9
3.555276e+00 -1.017672e+00 -9.902687e-01 1.524150e+00 -5
5.217526e+00 2.084442e+00 1.513476e+00 -2.100825e+00 -7
4.315989e+00 1.659551e+00 1.068509e+00 -4.533858e-01 -7
4.312162e+00 -1.214077e+00 -4.409226e-01 -2.803555e-01 7
4.708595e+00 8.040719e-01 7.358267e-01 -2.026395e-01 4
4.673868e+00 -9.522520e-01 1.186963e+00 -1.157174e+00 -1
4.804583e+00 -1.264595e+00 8.569332e-01 -4.939943e-01 3
5.382404e+00 1.646666e+00 2.275534e-01 -1.399875e+00 4
4.984318e+00 1.609282e-01 -1.906535e-01 -3.948495e-01 -8
6.834371e+00 -4.910075e-01 -8.094693e-01 -2.462478e-01 -6
4.174469e+00 -7.002418e-01 3.731913e-01 6.268525e-02 8
5.336895e+00 6.266755e-01 5.469885e-01 -3.078414e-01 8
4.211190e+00 1.187271e+00 -9.412221e-01 -1.282297e-01 8
2.576491e+00 2.276099e-01 6.764141e-01 4.576622e-02 -8
4.401346e+00 -1.115897e+00 7.666632e-01 3.562928e-01 -4
3.585763e+00 9.533122e-01 -4.312111e-01 -3.607716e-02 8
4.656383e+00 -6.794353e-02 1.176587e+00 -1.515015e+00 1
4.706027e+00 -5.601677e-01 1.748274e+00 3.047598e-01 2
6.519995e+00 1.719589e+00 9.295051e-01 5.822246e-01 -10
4.786772e+00 6.728670e-02 8.311989e-02 8.213346e-01 -3
4.430688e+00 2.699044e-01 -4.668455e-01 -1.416906e+00 2
5.269827e+00 8.786986e-01 7.966274e-03 1.088573e+00 0
3.965750e+00 1.149423e-01 -1.163798e+00 9.878540e-01 -5
3.890995e+00 -8.029337e-01 8.741335e-01 1.350566e-01 -4
4.862980e+00 9.874245e-01 -7.185497e-01 1.938035e+00 -8
3.945372e+00 8.202478e-01 4.631303e-01 2.790958e-01 -7
5.194536e+00 1.819737e+00 1.701979e+00 1.110876e+00 -10
6.207621e+00 -1.151798e+00 1.551826e-01 -6.320091e-01 9
5.089067e+00 -1.605394e+00 -7.075156e-01 -2.149104e+00 -5
6.952527e+00 -1.435561e+00 1.351206e+00 -1.252023e+00 0
